oui,company
249F89,Texas Instruments
24A074,Apple, Inc.
24A160,Espressif Inc.
24A2E1,Apple, Inc.
24A42C,KOUKAAM a.s.
24A43C,Ubiquiti Networks Inc.
24A487,Huawei Device Co., Ltd.
24A495,Thales Canada Inc.
24A52C,HUAWEI TECHNOLOGIES CO.,LTD
24A534,SynTrust Tech International Ltd.
24A65E,zte corporation
24A6FA,WEIFANG GOERTEK ELECTRONICS CO.,LTD
24A799,Huawei Device Co., Ltd.
24A7DC,BSkyB Ltd
24A87D,Panasonic Automotive Systems Asia Pacific(Thailand)Co.,Ltd.
24A937,PURE Storage
24AB81,Apple, Inc.
24AF4A,Alcatel-Lucent IPD
24AF54,NEXGEN Mediatech Inc.
24B0A9,Shanghai Mobiletek Communication Ltd.
24B105,Prama Hikvision India Private Limited
24B209,Avaya Inc
24B2DE,Espressif Inc.
24B657,Cisco Systems, Inc
24B6B8,FRIEM SPA
24B6FD,Dell Inc.
24B72A,China Dragon Technology Limited
24B7DA,Fiberhome Telecommunication Technologies Co.,LTD
24B88C,Crenus Co.,Ltd.
24B8D2,Opzoon Technology Co.,Ltd.
24BA13,RISO KAGAKU CORPORATION
24BA30,Technical Consumer Products, Inc.
24BBC1,Absolute Analysis
24BBC9,Shenzhen SuperElectron Technology Co.,Ltd.
24BC82,Dali Wireless, Inc.
24BCF8,HUAWEI TECHNOLOGIES CO.,LTD
24BE05,Hewlett Packard
24BE18,DADOUTEK COMPANY LIMITED
24BF74,Hamamatsu Photonics K.K.
24C0B3,RSF
24C17A,BEIJING IACTIVE NETWORK CO.,LTD
24C1BD,CRRC DALIAN RD CO.,LTD.
24C3F9,Securitas Direct AB
24C42F,Philips Lifeline
24C44A,zte corporation
24C613,Samsung Electronics Co.,Ltd
24C696,Samsung Electronics Co.,Ltd
24C848,mywerk Portal GmbH
24C86E,Chaney Instrument Co.
24C8D3,McWane India Pvt Ltd
24C9A1,Ruckus Wireless
24C9DE,Genoray
24CACB,Fiberhome Telecommunication Technologies Co.,LTD
24CBE7,MYK, Inc.
24CD8D,Murata Manufacturing Co., Ltd.
24CE33,Amazon Technologies Inc.
24CF21,Shenzhen State Micro Technology Co., Ltd
24CF24,Beijing Xiaomi Mobile Software Co., Ltd
24D0DF,Apple, Inc.
24D13F,MEXUS CO.,LTD
24D2CC,SmartDrive Systems Inc.
24D337,Xiaomi Communications Co Ltd
24D3F2,zte corporation
24D51C,Zhongtian broadband technology co., LTD
24D76B,Syntronic AB
24D79C,Cisco Systems, Inc
24D7EB,Espressif Inc.
24D81E,MirWifi,Joint-Stock Company
24D904,Sichuan Changhong Network Technologies Co., Ltd.
24D921,Avaya Inc
24DA11,NO NDA Inc
24DA33,HUAWEI TECHNOLOGIES CO.,LTD
24DA9B,Motorola Mobility LLC, a Lenovo Company
24DAB6,Sistemas de Gestión Energética S.A. de C.V
24DBAC,HUAWEI TECHNOLOGIES CO.,LTD
24DBAD,ShopperTrak RCT Corporation
24DBED,Samsung Electronics Co.,Ltd
24DC0F,Phytium Technology Co.,Ltd.
24DCC3,Espressif Inc.
24DEC6,Aruba, a Hewlett Packard Enterprise Company
24DF6A,HUAWEI TECHNOLOGIES CO.,LTD
24DFA7,Hangzhou BroadLink Technology Co.,Ltd
24E124,nan
24E271,Qingdao Hisense Communications Co.,Ltd.
24E314,Apple, Inc.
24E3DE,China Telecom Fufu Information Technology Co., Ltd.
24E43F,Wenzhou Kunmei Communication Technology Co.,Ltd.
24E4C8,Fiberhome Telecommunication Technologies Co.,LTD
24E4CE,Kaonmedia CO., LTD.
24E50F,Google, Inc.
24E5AA,Philips Oral Healthcare, Inc.
24E6BA,JSC Zavod im. Kozitsky
24E853,LG Innotek
24E8E5,Shenzhen Skyworth  Digital  Technology  CO., Ltd
24E927,TomTom International BV
24E9B3,Cisco Systems, Inc
24E9CA,Huawei Device Co., Ltd.
24EA40,Helmholz GmbH  Co. KG
24EB65,SAET I.S. S.r.l.
24EBED,HUAWEI TECHNOLOGIES CO.,LTD
24EC51,ADF Technologies Sdn Bhd
24EC99,ASKEY COMPUTER CORP
24ECD6,CSG Science  Technology Co.,Ltd.Hefei
24EDFD,Siemens Canada Limited
24EE3A,Chengdu Yingji Electronic Hi-tech Co Ltd
24EE9A,Intel Corporate
24F094,Apple, Inc.
24F0D3,Samsung Electronics Co.,Ltd
24F0FF,GHT Co., Ltd.
24F128,Telstra
24F150,Guangzhou Qian Technology Co., Ltd.
24F27F,Hewlett Packard Enterprise
24F2DD,Radiant Zemax LLC
24F57E,HWH CO., LTD.
24F5A2,Belkin International Inc.
24F5AA,Samsung Electronics Co.,Ltd
24F603,HUAWEI TECHNOLOGIES CO.,LTD
24F677,Apple, Inc.
24FAF3,Shanghai Flexem Technology Co.,Ltd.
24FB65,HUAWEI TECHNOLOGIES CO.,LTD
24FC4E,Juniper Networks
24FCE5,Samsung Electronics Co.,Ltd
24FD0D,Intelbras
24FD52,Liteon Technology Corporation
24FD5B,SmartThings, Inc.
24FDFA,Private
24FE9A,CyberTAN Technology Inc.
28011C,zte corporation
28022E,Apple, Inc.
280244,Apple, Inc.
280245,Konze System Technology Co.,Ltd.
2802D8,Samsung Electronics Co.,Ltd
2804C6,Wanan Hongsheng Electronic Co.Ltd
2804E0,FERMAX ELECTRONICA S.A.U.
28052E,Dematic Corp
28061E,NINGBO GLOBAL USEFUL ELECTRIC CO.,LTD
28068D,ITL, LLC
28070D,GUANGZHOU WINSOUND INFORMATION TECHNOLOGY CO.,LTD.
280AEE,Renesas Electronics (Penang) Sdn. Bhd.
280B5C,Apple, Inc.
280C28,Unigen DataStorage Corporation
280C2D,QUALVISION TECHNOLOGY CO.,LTD
280CB8,Mikrosay Yazilim ve Elektronik A.S.
280DFC,Sony Interactive Entertainment Inc.
280E8B,Beijing Spirit Technology Development Co., Ltd.
280FC5,Beijing Leadsec Technology Co., Ltd.
280FEB,LG Innotek
28101B,MagnaCom
28107B,D-Link International
2811A5,Bose Corporation
2811A8,Intel Corporate
2811EC,HUAWEI TECHNOLOGIES CO.,LTD
281293,Honor Device Co., Ltd.
281471,Lantis co., LTD.
28162E,2Wire Inc
28167F,Xiaomi Communications Co Ltd
2816A8,Microsoft Corporation
2816AD,Intel Corporate
281709,HUAWEI TECHNOLOGIES CO.,LTD
2817CE,Omnisense Ltd
281878,Microsoft Corporation
2818FD,Aditya Infotech Ltd.
281B04,Zalliant LLC
281D21,IN ONE SMART TECHNOLOGY(H,K,)LIMITED
282246,Beijing Sinoix Communication Co., LTD
282373,Digita
2823F5,China Mobile (Hangzhou) Information Technology Co., Ltd.
2824FF,Wistron Neweb Corporation
282536,SHENZHEN HOLATEK CO.,LTD
2826A6,PBR electronics GmbH
2827BF,Samsung Electronics Co.,Ltd
28285D,Zyxel Communications Corporation
282947,Chipsea Technologies (Shenzhen) Corp.
282986,APC by Schneider Electric
2829CC,Corsa Technology Incorporated
2829D9,GlobalBeiMing technology (Beijing)Co. Ltd
282A87,ITEL MOBILE LIMITED
282B96,Huawei Device Co., Ltd.
282BB9,Shenzhen Xiongxin Technology Co.,Ltd
282C02,IEEE Registration Authority
282C02,:0 SAKATA DENKI Co., Ltd.
282C02,:1 Astronics AES
282C02,:2 Shenzhen emb-star technology co. LTD
282C02,:3 Dexin Digital Technology Corp. Ltd.
282C02,:4 EFENTO T P SZYDŁOWSKI K ZARĘBA SPÓŁKA JAWNA
282C02,:5 LLC MICROTEH
282C02,:6 Lookman Electroplast Industries Ltd
282C02,:7 Telecom and Microelectonic Industries
282C02,:8 Shenzhen Neoway Technology Co.,Ltd.
282C02,:9 Systec Intelligent Building Technology (Tianjin) Co.,Ltd.
282C02,:A Tokin Limited
282C02,:B ThirdReality, Inc
282C02,:C Epoch International Enterprises, Inc.
282C02,:D SHENZHEN DOMENOR TECHNOLOGY LLC
282C02,:E Capintec, Inc.
282CB2,TP-LINK TECHNOLOGIES CO.,LTD.
282D06,AMPAK Technology,Inc.
282FC2,Automotive Data Solutions
2830AC,Frontiir Co. Ltd.
283152,HUAWEI TECHNOLOGIES CO.,LTD
283166,vivo Mobile Communication Co., Ltd.
28317E,Hongkong Nano IC Technologies Co., Ltd
2832C5,HUMAX Co., Ltd.
283334,Huawei Device Co., Ltd.
283410,Enigma Diagnostics Limited
2834A2,Cisco Systems, Inc
283545,SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
283613,IEEE Registration Authority
283613,:0 Shandong SIASUN Industrial Software Research Institute Co., Ltd
283613,:1 Hi-p (Suzhou) Electronics Co,Ltd
283613,:2 Shenzhen HQVT TECHNOLOGY Co.,LTD
283613,:3 Linear Computing Inc.
283613,:4 Elytone Electronic Co., Ltd.
283613,:5 Turing Video
283613,:6 ESI Ventures, LLC
283613,:7 shenzhen technology limited
283613,:8 Fuzhou Lesi Intelligent Technology Co., Ltd
283613,:9 Qingdao Airpoint Electronics Co.,Ltd.
283613,:A MAKEEN Energy
283613,:B Qorvo, Inc.
283613,:C midBit Technologies, LLC
283613,:D AVYCON
283613,:E EGMedical, s.r.o.
283638,IEEE Registration Authority
283638,:0 Knowles Electronics LLC
283638,:1 Panasonic System Solutions Europe
283638,:2 SHENZHEN GOSPELL SMARTHOME ELECTRONIC CO., LTD.
283638,:3 Sabinetek
283638,:4 Dspread Technology (Beijing) Inc.
283638,:5 CHARGELIB
283638,:6 Georg Neumann GmbH
283638,:7 Innovative Technology Ltd
283638,:8 Havells India Limited
283638,:9 Shenzhen  Zhi Hua  Creative Technology  Co., Ltd.
283638,:A Bluekey Pty Ltd
283638,:B ShangHai Canall Information Technology Co.,Ltd
283638,:C Swisson AG
283638,:D APPEAK Technology System Co.Ltd.
283638,:E SCA Hygiene Products AB
283713,Shenzhen 3Nod Digital Technology Co., Ltd.
283737,Apple, Inc.
28385C,FLEXTRONICS
2838CF,Gen2wave
283926,CyberTAN Technology Inc.
28395E,Samsung Electronics Co.,Ltd
2839E7,Preceno Technology Pte.Ltd.
283A4D,Cloud Network Technology (Samoa) Limited
283B82,D-Link International
283B96,Cool Control LTD
283CE4,HUAWEI TECHNOLOGIES CO.,LTD
283DC2,Samsung Electronics Co.,Ltd
283E0C,Preferred Robotics, Inc.
283E76,Common Networks
283F69,Sony Mobile Communications Inc
28401A,C8 MediSensors, Inc.
284121,OptiSense Network, LLC
2841C6,HUAWEI TECHNOLOGIES CO.,LTD
2841EC,HUAWEI TECHNOLOGIES CO.,LTD
284430,GenesisTechnical Systems (UK) Ltd
2847AA,Nokia Corporation
284846,GridCentric Inc.
2848E7,Huawei Device Co., Ltd.
284C53,Intune Networks
284D92,Luminator
284ED7,OutSmart Power Systems, Inc.
284FCE,Liaoning Wontel Science and Technology Development Co.,Ltd.
285132,Shenzhen Prayfly Technology Co.,Ltd
285261,Cisco Systems, Inc
2852E0,Layon international Electronic  Telecom Co.,Ltd
2852F9,Zhongxin Intelligent Times (Shenzhen) Co., Ltd.
28534E,HUAWEI TECHNOLOGIES CO.,LTD
2853E0,Sintela Ltd
285471,Huawei Device Co., Ltd.
28563A,Fiberhome Telecommunication Technologies Co.,LTD
28565A,Hon Hai Precision Ind. Co.,Ltd.
2856C1,HarmanBecker Automotive Systems GmbH
285767,Dish Technologies Corp
2857BE,Hangzhou Hikvision Digital Technology Co.,Ltd.
285AEB,Apple, Inc.
285B0C,Sichuan Jiuzhou Electronic Technology Co., Ltd.
285F2F,RNware Co.,Ltd.
285FDB,HUAWEI TECHNOLOGIES CO.,LTD
286046,Lantech Communications Global, Inc.
286094,CAPELEC
286336,Siemens AG
2863BD,APTIV SERVICES US, LLC
2864B0,Huawei Device Co., Ltd.
2864EF,Shenzhen Fsan Intelligent Technology Co.,Ltd
28656B,Keystone Microtech Corporation
2866E3,AzureWave Technology Inc.
2868D2,HUAWEI TECHNOLOGIES CO.,LTD
286AB8,Apple, Inc.
286ABA,Apple, Inc.
286B35,Intel Corporate
286C07,XIAOMI Electronics,CO.,LTD
286D97,SAMJIN Co., Ltd.
286DCD,Beijing Winner Microelectronics Co.,Ltd.
286ED4,HUAWEI TECHNOLOGIES CO.,LTD
286F40,Tonly Technology Co. Ltd
286F7F,Cisco Systems, Inc
28704E,Ubiquiti Inc
287184,Spire Payments
2872C5,Smartmatic Corp
2872F0,ATHENA
2873F6,Amazon Technologies Inc.
2874F5,Nokia Solutions and Networks GmbH  Co. KG
2875D8,FUJIAN STAR-NET COMMUNICATION CO.,LTD
287610,IgniteNet
287681,Silicon Laboratories
2876CD,Funshion Online Technologies Co.,Ltd
287777,zte corporation
2877B1,Tri plus grupa d.o.o.
2877F1,Apple, Inc.
287994,Realplay Digital Technology(Shenzhen) Co.,Ltd
287AEE,ARRIS Group, Inc.
287B09,zte corporation
287CDB,Hefei  Toycloud Technology Co.,ltd
287E80,Hui Zhou Gaoshengda Technology Co.,LTD
287FCF,Intel Corporate
288023,Hewlett Packard
288088,NETGEAR
28808A,HUAWEI TECHNOLOGIES CO.,LTD
2880A2,Novatel Wireless Solutions, Inc.
28827C,Bosch Automative products(Suzhou)Co.,Ltd Changzhou Branch
288335,Samsung Electronics Co.,Ltd
28840E,silicon valley immigration service
2884FA,SHARP Corporation
28852D,Touch Networks
2887BA,TP-Link Corporation Limited
288915,CashGuard Sverige AB
288A1C,Juniper Networks
288CB8,zte corporation
288EEC,Apple, Inc.
288FF6,Apple, Inc.
2891D0,Stage Tec Entwicklungsgesellschaft für professionelle Audiotechnik mbH
28924A,Hewlett Packard
28937D,Sichuan Tianyi Comheart Telecom Co.,LTD
2893FE,Cisco Systems, Inc
28940F,Cisco Systems, Inc
2894AF,Samhwa Telecom
2897B8,myenergi Ltd
28987B,Samsung Electronics Co.,Ltd
28993A,Arista Networks
2899C7,LINDSAY BROADBAND INC
289A4B,SteelSeries ApS
289AF7,ADVA Optical Networking Ltd.
289AFA,TCT mobile ltd
289C6E,Shanghai High-Flying Electronics  Technology Co., Ltd
289E97,HUAWEI TECHNOLOGIES CO.,LTD
289EDF,Danfoss Turbocor Compressors, Inc
289EFC,Sagemcom Broadband SAS
28A02B,Apple, Inc.
28A183,ALPSALPINE CO,.LTD
28A186,enblink
28A192,GERP Solution
28A1EB,ETEK TECHNOLOGY (SHENZHEN) CO.,LTD
28A241,exlar corp
28A24B,Juniper Networks
28A331,Sierra Wireless
28A53F,vivo Mobile Communication Co., Ltd.
28A574,Miller Electric Mfg. Co.
28A5EE,Shenzhen SDGI CATV Co., Ltd
28A6AC,seca gmbh  co. kg
28A6DB,HUAWEI TECHNOLOGIES CO.,LTD
28AC67,Mach Power, Rappresentanze Internazionali s.r.l.
28AC9E,Cisco Systems, Inc
28AD18,Hui Zhou Gaoshengda Technology Co.,LTD
28AD3E,Shenzhen TONG BO WEI Technology CO.,LTD
28AF0A,Sirius XM Radio Inc
28AFFD,Cisco Systems, Inc
28B0CC,Xenya d.o.o.
28B133,SHINEMAN(SHENZHEN) Tech. Cor., Ltd.
28B2BD,Intel Corporate
28B371,Ruckus Wireless
28B3AB,Genmark Automation
28B448,HUAWEI TECHNOLOGIES CO.,LTD
28B4FB,Sprocomm Technologies CO.,LTD.
28B5E8,Texas Instruments
28B77C,IEEE Registration Authority
28B77C,:0 SHENZHEN EVIEW GPS TECHNOLOGY
28B77C,:1 SolarEdge Technologies
28B77C,:2 Zhuhai RongBang Electronic Technology Co., Ltd.
28B77C,:3 Beijing KittenPuppy Technology Co.,Ltd.
28B77C,:4 Annapurna labs
28B77C,:5 GROTHE GmbH
28B77C,:6 Shanghai Taiji Software Co.,Limited
28B77C,:7 Convertertec Deutschland GmbH
28B77C,:8 Shenzhen PUAS Industrial Co.,LTD
28B77C,:9 Anser Coding Inc.
28B77C,:A Simaudio Ltd
28B77C,:B Vehant Technologies Pvt Ltd.
28B77C,:C AnyLink LLC
28B77C,:D Enedo Finland Oy
28B77C,:E Ray Pte Ltd
28B829,Juniper Networks
28B9D9,Radisys Corporation
28BA18,NextNav, LLC
28BAB5,Samsung Electronics Co.,Ltd
28BB59,RNET Technologies, Inc.
28BC05,BLU Products Inc
28BC18,SourcingOverseas Co. Ltd
28BC56,EMAC, Inc.
28BD89,Google, Inc.
28BE03,TCT mobile ltd
28BE43,vivo Mobile Communication Co., Ltd.
28BE9B,Technicolor CH USA Inc.
28BEF3,FUJIAN STAR-NET COMMUNICATION CO.,LTD
28BF89,Fiberhome Telecommunication Technologies Co.,LTD
28C01B,Shenzhen Skyworth  Digital  Technology  CO., Ltd
28C0DA,Juniper Networks
28C13C,Hon Hai Precision Ind. Co., Ltd.
28C1A0,Apple, Inc.
28C21F,SAMSUNG ELECTRO-MECHANICS(THAILAND)
28C2DD,AzureWave Technology Inc.
28C538,Apple, Inc.
28C5D2,Intel Corporate
28C63F,Intel Corporate
28C671,Yota Devices OY
28C68E,NETGEAR
28C709,Apple, Inc.
28C718,Altierre
28C7CE,Cisco Systems, Inc
28C825,DellKing Industrial Co., Ltd
28C87A,ARRIS Group, Inc.
28C87C,zte corporation
28C914,Taimag Corporation
28CA09,ThyssenKrupp Elevators (Shanghai) Co.,Ltd
28CBEB,One
28CC01,Samsung Electronics Co.,Ltd
28CCFF,Corporacion Empresarial Altra SL
28CD1C,Espotel Oy
28CD4C,Individual Computers GmbH
28CD9C,Shenzhen Dynamax Software Development Co.,Ltd.
28CDC1,Raspberry Pi Trading Ltd
28CDC4,CHONGQING FUGUI ELECTRONICS CO.,LTD.
28CF08,ESSYS
28CF51,Nintendo Co.,Ltd
28CFDA,Apple, Inc.
28CFE9,Apple, Inc.
28D044,Shenzhen Xinyin technology company
28D0CB,Cambridge Communication Systems Ltd
28D0EA,Intel Corporate
28D0F5,Ruijie Networks Co.,LTD
28D127,Beijing Xiaomi Mobile Software Co., Ltd
28D1AF,Nokia Corporation
28D1B7,Shenzhen YOUHUA Technology Co., Ltd
28D244,LCFC(HeFei) Electronics Technology Co., Ltd.
28D3EA,Huawei Device Co., Ltd.
28D436,Jiangsu dewosi electric co., LTD
28D576,Premier Wireless, Inc.
28D93E,Telecor Inc.
28D98A,Hangzhou Konke Technology Co.,Ltd.
28D997,Yuduan Mobile Co., Ltd.
28DB81,Shanghai Guao Electronic Technology Co., Ltd
28DE65,Aruba, a Hewlett Packard Enterprise Company
28DEA8,zte corporation
28DEE5,HUAWEI TECHNOLOGIES CO.,LTD
28DEF6,bioMerieux Inc.
28DFEB,Intel Corporate
28E02C,Apple, Inc.
28E14C,Apple, Inc.
28E297,Shanghai InfoTM Microelectronics Co.,Ltd.
28E31F,Xiaomi Communications Co Ltd
28E347,Liteon Technology Corporation
28E34E,HUAWEI TECHNOLOGIES CO.,LTD
28E424,New H3C Technologies Co., Ltd
28E476,Pi-Coral
28E5B0,HUAWEI TECHNOLOGIES CO.,LTD
28E608,Tokheim
28E6E9,SIS Sat Internet Services GmbH
28E71D,Arista Networks
28E794,Microtime Computer Inc.
28E7CF,Apple, Inc.
28E98E,Mitsubishi Electric Corporation
28EA0B,Microsoft Corporation
28EA2D,Apple, Inc.
28EB0A,Rolling Wireless S.a.r.l. Luxembourg
28EBA6,Nex-T LLC
28EC22,eero inc.
28EC95,Apple, Inc.
28EC9A,Texas Instruments
28ED58,JAG Jakob AG
28ED6A,Apple, Inc.
28EDE0,AMPAK Technology, Inc.
28EE2C,Frontline Test Equipment
28EE52,TP-LINK TECHNOLOGIES CO.,LTD.
28EED3,Shenzhen Super D Technology Co., Ltd
28EF01,Amazon Technologies Inc.
28F033,Apple, Inc.
28F076,Apple, Inc.
28F10E,Dell Inc.
28F358,2C - Trifonov  Co
28F366,Shenzhen Bilian electronic CO.,LTD
28F49B,LEETEK
28F532,ADD-Engineering BV
28F537,IEEE Registration Authority
28F537,:0 Valeo Siemens eAutomotive Norway
28F537,:1 Umojo
28F537,:2 Unicair Communication Tec Co., Ltd.
28F537,:3 PRIMETECH ENGINEERING CORP.
28F537,:4 Phyn LLC
28F537,:5 Atomrock LLC
28F537,:6 MyOmega Systems GmbH
28F537,:7 Shenzhen Modern Cowboy Technology Co.,Ltd.
28F537,:8 1MORE
28F537,:9 Herbert Waldmann GmbH  Co. KG
28F537,:A Honeywell Safety Products USA, Inc
28F537,:B LogiM GmbH Software und Entwicklung
28F537,:C Matricx Singapore Pte Ltd
28F537,:D Skyrockettoys LLC
28F537,:E Performance Motion Devices
28F5D1,ARRIS Group, Inc.
28F606,Syes srl
28F7D6,Fiberhome Telecommunication Technologies Co.,LTD
28FA19,Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd
28FA7A,Zhejiang Tmall Technology Co., Ltd.
28FAA0,vivo Mobile Communication Co., Ltd.
28FBAE,HUAWEI TECHNOLOGIES CO.,LTD
28FBD3,Ragentek Technology Group
28FC51,The Electric Controller and Manufacturing Co., LLC
28FCF6,Shenzhen Xin KingBrand enterprises Co.,Ltd
28FD80,IEEE Registration Authority
28FD80,:0 Millcode
28FD80,:1 Galileo, Inc.
28FD80,:2 Zhixiang Technology Co., Ltd.
28FD80,:3 NUUO, Inc.
28FD80,:4 Digital Signal Corp
28FD80,:5 Xiaocong Network Limited
28FD80,:6 Vigil Monitoring
28FD80,:7 University of York
28FD80,:8 Jasco Products Company
28FD80,:9 JINLITONG INTERNATIONAL CO.,LTD
28FD80,:A Apollo Digital (Taiwan) Ltd.
28FD80,:B Poket Hardware GmbH
28FD80,:C Airbus Defence and Space Oy
28FD80,:D Grandway Technology (Shenzhen) Limited
28FD80,:E T-Radio AS
28FD80,:F Private
28FE65,DongGuan Siyoto Electronics Co., Ltd
28FECD,Lemobile Information Technology (Beijing) Co., Ltd.
28FEDE,COMESTA, Inc.
28FF3C,Apple, Inc.
28FF3E,zte corporation
28FF5F,HG Genuine Intelligent Terminal (Xiaogan) Co.,Ltd.
28FFB2,Toshiba Corp.
2A0BB8,xFusion Digital Technologies Co., Limited
2AA139,POINTGUARD, LLC
2AAC53,Wolfspyre Labs
2AEA15,Tibit Communications
2AFD6A,Charter Communications
2C002A,Shenzhen TINNO Mobile Technology Corp.
2C002C,UNOWHY
2C0033,EControls, LLC
2C00AB,ARRIS Group, Inc.
2C00F7,XOS
2C010B,NASCENT Technology, LLC - RemKon
2C01B5,Cisco Systems, Inc
2C029F,3ALogics
2C0547,Shenzhen Phaten Tech. LTD
2C0623,Win Leader Inc.
2C073C,DEVLINE LIMITED
2C0786,Huawei Device Co., Ltd.
2C07F6,Wear Future Technologies Co., Ltd.
2C081C,OVH
2C0823,Sercomm France Sarl
2C088C,HUMAX Co., Ltd.
2C08B4,Huawei Device Co., Ltd.
2C094D,Raptor Engineering, LLC
2C09CB,COBS AB
2C0BAB,HUAWEI TECHNOLOGIES CO.,LTD
2C0BE9,Cisco Systems, Inc
2C0DA7,Intel Corporate
2C0E3D,SAMSUNG ELECTRO-MECHANICS(THAILAND)
2C10C1,Nintendo Co., Ltd.
2C1165,Silicon Laboratories
2C15BF,Samsung Electronics Co.,Ltd
2C15E1,Phicomm (Shanghai) Co., Ltd.
2C16BD,IEEE Registration Authority
2C16BD,:0 Beijing Jishi Huitong Technology Co., Ltd.
2C16BD,:1 Curtiss-Wright Drive Technology
2C16BD,:2 AIMCO
2C16BD,:3 Saft AB
2C16BD,:4 Sunit Oy
2C16BD,:5 Beijing Zhijian Link Technology Co., Ltd.
2C16BD,:6 CLOUDWALK TECHNOLOGY CO.,LTD
2C16BD,:7 SCT OPTRONICS CO., LTD
2C16BD,:8 Shenzhen elink smart Co., ltd
2C16BD,:9 Shanghai Walktech Information Technology Co.,Ltd.
2C16BD,:A Shenzhen Haiying Wire Tech Co., Ltd.
2C16BD,:B LINGDONG TECHNOLOGY (BEIJING) CO. LTD
2C16BD,:C Beijing CHJ Automotive Co., Ltd.
2C16BD,:D Hangzhou Yanzhi Technology Co.,Ltd.
2C16BD,:E Molex Incorporated
2C17E0,SYSTEMES ET TECHNOLOGIES IDENTIFICATION (STid)
2C1809,Apple, Inc.
2C1875,Skyworth Digital Technology(Shenzhen) Co.,Ltd
2C18AE,Trend Electronics Co., Ltd.
2C1984,IDN Telecom, Inc.
2C1A01,HUAWEI TECHNOLOGIES CO.,LTD
2C1A05,Cisco Systems, Inc
2C1A31,Electronics Company Limited
2C1BC8,Hunan Topview Network System CO.,LTD
2C1CF6,Alien Green LLC
2C1DB8,ARRIS Group, Inc.
2C1E4F,Chengdu Qianli Network Technology Co., Ltd.
2C1EEA,AERODEV
2C1F23,Apple, Inc.
2C200B,Apple, Inc.
2C2131,Juniper Networks
2C2172,Juniper Networks
2C21D7,IMAX Corporation
2C228B,CTR SRL
2C233A,Hewlett Packard
2C245F,Babolat VS
2C2617,Oculus VR, LLC
2C265F,IEEE Registration Authority
2C265F,:0 XIAMEN VORLINK IOT TECHNOLOGY CO.,LTD.
2C265F,:1 Griessbach
2C265F,:2 Jiangsu JARI Technology Group Co., LTD
2C265F,:3 shenzhen Clever Electronic Co., Ltd.
2C265F,:4 GTA Electronics Co., Ltd.
2C265F,:5 Motec GmbH
2C265F,:6 Appostar Technology Co. Ltd
2C265F,:7 Coremate Technical Co., Ltd
2C265F,:8 Itus Networks, LLC
2C265F,:9 Brüel  Kjaer Vibro GmbH
2C265F,:A Polara Engineering
2C265F,:B Rexgen Inc.
2C265F,:C AATON DIGITAL
2C265F,:D E Core Corporation
2C265F,:E Hysentel Technology Co., Ltd
2C265F,:F Private
2C26C5,zte corporation
2C2768,HUAWEI TECHNOLOGIES CO.,LTD
2C279E,IEEE Registration Authority
2C279E,:0 Changzhou WEBO Weighing Device  System CO.,LTD
2C279E,:1 Electronique Bluewave Inc.
2C279E,:2 Kunyi electronic technology (Shanghai) Co., Ltd.
2C279E,:3 Private
2C279E,:4 Shijiazhuang King Transportation Equipment Co.,Ltd
2C279E,:5 AudioNord Distribution AS
2C279E,:6 Rutledge Omni Services Pte Ltd
2C279E,:7 FOCAL-JMLab
2C279E,:8 Institut Dr. Foerster GmbH  Co. KG
2C279E,:9 octoScope, Inc.
2C279E,:A Exegy Inc
2C279E,:B Forties Inc.
2C279E,:C WAYCOM Technology Co.,Ltd
2C279E,:D Jiangsu JianHu Science  Technology Co., Ltd.
2C279E,:E Amaryllo International Inc.
2C27D7,Hewlett Packard
2C282D,BBK EDUCATIONAL ELECTRONICS CORP.,LTD.
2C28B7,Hangzhou Ruiying technology co., LTD
2C2997,Microsoft Corporation
2C2BF9,LG Innotek
2C2D48,bct electronic GesmbH
2C301A,Technicolor CH USA Inc for Telus
2C3033,NETGEAR
2C3068,Pantech Co.,Ltd
2C3124,Cisco Systems, Inc
2C326A,Apple, Inc.
2C3311,Cisco Systems, Inc
2C3341,China Mobile IOT Company Limited
2C3358,Intel Corporate
2C3361,Apple, Inc.
2C337A,Hon Hai Precision Ind. Co.,Ltd.
2C3427,ERCO  GENER
2C3557,ELLIY Power CO..Ltd
2C36A0,Capisco Limited
2C36F8,Cisco Systems, Inc
2C3731,SHENZHEN YIFANG DIGITAL TECHNOLOGY CO.,LTD.
2C3796,CYBO CO.,LTD.
2C37C5,Qingdao Haier Intelligent Home Appliance Technology Co.,Ltd
2C3996,Sagemcom Broadband SAS
2C39C1,Ciena Corporation
2C3A28,Fagor Electrónica
2C3A91,Huawei Device Co., Ltd.
2C3AE8,Espressif Inc.
2C3AFD,AVM Audiovisuelles Marketing und Computersysteme GmbH
2C3B70,AzureWave Technology Inc.
2C3BFD,Netstor Technology Co., Ltd.
2C3C05,Marinesync Corp
2C3EBF,HOSIN Global Electronics Co., Ltd.
2C3ECF,Cisco Systems, Inc
2C3F0B,Cisco Meraki
2C3F38,Cisco Systems, Inc
2C3F3E,Alge-Timing GmbH
2C402B,Smart iBlue Technology Limited
2C4053,Samsung Electronics Co.,Ltd
2C4138,Hewlett Packard
2C41A1,Bose Corporation
2C4205,Lytx
